matchup,game,competitor,run_id,preset,repetition,seat,points,pudding,outcome,opponents
14,1322,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,2,36,2,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1322,random/repetition_1,random,random,1,3,33,1,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1323,random/repetition_1,random,random,1,0,32,1,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1323,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,47,4,loss,random/repetition_1|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1323,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,2,32,1,loss,random/repetition_1|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1323,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,3,48,3,win,random/repetition_1|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1324,random/repetition_1,random,random,1,0,24,2,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1324,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,41,1,loss,random/repetition_1|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1324,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,41,4,loss,random/repetition_1|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1324,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,3,42,3,win,random/repetition_1|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1325,random/repetition_1,random,random,1,0,32,1,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1325,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,46,1,win,random/repetition_1|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1325,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,2,34,4,loss,random/repetition_1|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1325,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,3,37,4,loss,random/repetition_1|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1326,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,41,3,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1326,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,37,2,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1326,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,2,44,0,win,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1326,random/repetition_1,random,random,1,3,30,3,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1327,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,0,48,1,loss,variable_2_4/repetition_2|random/repetition_1|variable_encoder_2_4/repetition_2
14,1327,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,48,1,loss,fixed_4p/repetition_2|random/repetition_1|variable_encoder_2_4/repetition_2
14,1327,random/repetition_1,random,random,1,2,20,1,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1327,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,3,50,5,win,fixed_4p/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1328,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,0,37,1,loss,random/repetition_1|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1328,random/repetition_1,random,random,1,1,24,0,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1328,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,45,5,loss,fixed_4p/repetition_2|random/repetition_1|variable_2_4/repetition_2
14,1328,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,3,50,2,win,fixed_4p/repetition_2|random/repetition_1|variable_encoder_2_4/repetition_2
14,1329,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,44,4,win,variable_2_4/repetition_2|random/repetition_1|fixed_4p/repetition_2
14,1329,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,37,1,loss,variable_encoder_2_4/repetition_2|random/repetition_1|fixed_4p/repetition_2
14,1329,random/repetition_1,random,random,1,2,24,2,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1329,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,3,43,2,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1330,random/repetition_1,random,random,1,0,17,0,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1330,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,38,4,loss,random/repetition_1|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1330,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,36,4,loss,random/repetition_1|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1330,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,3,40,1,win,random/repetition_1|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1331,random/repetition_1,random,random,1,0,21,2,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1331,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,49,2,win,random/repetition_1|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1331,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,2,38,4,loss,random/repetition_1|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1331,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,3,33,1,loss,random/repetition_1|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1332,random/repetition_1,random,random,1,0,20,3,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1332,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,45,2,loss,random/repetition_1|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1332,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,45,3,win,random/repetition_1|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1332,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,3,45,1,loss,random/repetition_1|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1333,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,48,4,win,fixed_4p/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1333,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,41,2,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1333,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,2,34,0,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1333,random/repetition_1,random,random,1,3,20,4,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1334,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,0,38,1,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1334,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,36,2,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1334,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,2,49,3,win,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1334,random/repetition_1,random,random,1,3,20,1,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1335,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,0,46,3,win,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1335,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,39,3,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1335,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,2,42,2,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1335,random/repetition_1,random,random,1,3,21,0,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1336,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,48,3,win,fixed_4p/repetition_2|random/repetition_1|variable_2_4/repetition_2
14,1336,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,39,2,loss,variable_encoder_2_4/repetition_2|random/repetition_1|variable_2_4/repetition_2
14,1336,random/repetition_1,random,random,1,2,27,0,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1336,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,3,32,2,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1337,random/repetition_1,random,random,1,0,27,3,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1337,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,39,1,loss,random/repetition_1|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1337,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,41,4,win,random/repetition_1|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1337,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,3,37,2,loss,random/repetition_1|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1338,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,0,38,2,loss,random/repetition_1|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1338,random/repetition_1,random,random,1,1,9,1,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1338,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,2,43,3,loss,variable_2_4/repetition_2|random/repetition_1|variable_encoder_2_4/repetition_2
14,1338,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,3,45,4,win,variable_2_4/repetition_2|random/repetition_1|fixed_4p/repetition_2
14,1339,random/repetition_1,random,random,1,0,27,2,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1339,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,46,3,win,random/repetition_1|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1339,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,2,45,0,loss,random/repetition_1|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1339,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,3,37,5,loss,random/repetition_1|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1340,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,46,6,loss,fixed_4p/repetition_2|random/repetition_1|variable_2_4/repetition_2
14,1340,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,41,1,loss,variable_encoder_2_4/repetition_2|random/repetition_1|variable_2_4/repetition_2
14,1340,random/repetition_1,random,random,1,2,11,0,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1340,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,3,53,2,win,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1341,random/repetition_1,random,random,1,0,25,1,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1341,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,48,1,win,random/repetition_1|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1341,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,39,6,loss,random/repetition_1|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1341,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,3,41,1,loss,random/repetition_1|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1342,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,0,34,2,loss,variable_encoder_2_4/repetition_2|random/repetition_1|fixed_4p/repetition_2
14,1342,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,41,4,loss,variable_2_4/repetition_2|random/repetition_1|fixed_4p/repetition_2
14,1342,random/repetition_1,random,random,1,2,23,0,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1342,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,3,44,2,win,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1343,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,0,46,3,win,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1343,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,43,2,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1343,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,2,33,2,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1343,random/repetition_1,random,random,1,3,25,0,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1344,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,0,36,0,loss,fixed_4p/repetition_2|random/repetition_1|variable_encoder_2_4/repetition_2
14,1344,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,40,3,loss,variable_2_4/repetition_2|random/repetition_1|variable_encoder_2_4/repetition_2
14,1344,random/repetition_1,random,random,1,2,28,1,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1344,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,3,42,6,win,variable_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1345,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,0,46,2,win,variable_encoder_2_4/repetition_2|random/repetition_1|variable_2_4/repetition_2
14,1345,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,43,4,loss,fixed_4p/repetition_2|random/repetition_1|variable_2_4/repetition_2
14,1345,random/repetition_1,random,random,1,2,24,0,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1345,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,3,37,3,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1346,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,35,5,loss,fixed_4p/repetition_2|random/repetition_1|variable_2_4/repetition_2
14,1346,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,37,1,win,variable_encoder_2_4/repetition_2|random/repetition_1|variable_2_4/repetition_2
14,1346,random/repetition_1,random,random,1,2,28,2,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1346,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,3,30,1,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1347,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,0,45,2,win,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1347,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,34,2,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1347,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,34,5,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1347,random/repetition_1,random,random,1,3,17,0,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1348,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,44,4,win,variable_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1348,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,43,0,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1348,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,2,37,2,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1348,random/repetition_1,random,random,1,3,16,2,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1349,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,0,47,3,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1349,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,37,2,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1349,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,51,3,win,variable_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1349,random/repetition_1,random,random,1,3,11,1,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1350,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,49,3,win,variable_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1350,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,40,0,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1350,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,2,41,5,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1350,random/repetition_1,random,random,1,3,22,1,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1351,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,0,37,1,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1351,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,25,6,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1351,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,2,46,3,win,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1351,random/repetition_1,random,random,1,3,10,0,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1352,random/repetition_1,random,random,1,0,12,3,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1352,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,37,4,loss,random/repetition_1|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1352,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,47,2,win,random/repetition_1|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1352,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,3,38,0,loss,random/repetition_1|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1353,random/repetition_1,random,random,1,0,28,2,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1353,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,51,2,win,random/repetition_1|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1353,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,48,5,loss,random/repetition_1|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1353,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,3,37,1,loss,random/repetition_1|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1354,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,36,4,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1354,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,42,2,win,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1354,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,2,36,1,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1354,random/repetition_1,random,random,1,3,25,2,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1355,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,0,38,2,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1355,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,27,2,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1355,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,47,3,win,fixed_4p/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1355,random/repetition_1,random,random,1,3,28,3,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1356,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,0,47,3,tie,random/repetition_1|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1356,random/repetition_1,random,random,1,1,35,0,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1356,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,47,3,tie,fixed_4p/repetition_2|random/repetition_1|variable_2_4/repetition_2
14,1356,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,3,41,3,loss,fixed_4p/repetition_2|random/repetition_1|variable_encoder_2_4/repetition_2
14,1357,random/repetition_1,random,random,1,0,19,2,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1357,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,42,2,loss,random/repetition_1|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1357,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,44,3,win,random/repetition_1|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1357,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,3,43,2,loss,random/repetition_1|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1358,random/repetition_1,random,random,1,0,36,2,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1358,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,43,2,loss,random/repetition_1|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1358,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,2,43,2,loss,random/repetition_1|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1358,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,3,49,2,win,random/repetition_1|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1359,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,0,36,3,win,variable_encoder_2_4/repetition_2|random/repetition_1|fixed_4p/repetition_2
14,1359,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,36,2,loss,variable_2_4/repetition_2|random/repetition_1|fixed_4p/repetition_2
14,1359,random/repetition_1,random,random,1,2,24,1,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1359,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,3,35,3,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1360,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,36,3,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1360,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,40,0,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1360,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,2,51,5,win,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1360,random/repetition_1,random,random,1,3,19,1,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1361,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,0,42,2,loss,variable_2_4/repetition_2|random/repetition_1|variable_encoder_2_4/repetition_2
