matchup,game,competitor,run_id,preset,repetition,seat,points,pudding,outcome,opponents
14,1361,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,37,1,loss,fixed_4p/repetition_2|random/repetition_1|variable_encoder_2_4/repetition_2
14,1361,random/repetition_1,random,random,1,2,30,2,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1361,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,3,47,3,win,fixed_4p/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1362,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,0,55,3,win,variable_2_4/repetition_2|random/repetition_1|variable_encoder_2_4/repetition_2
14,1362,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,40,1,loss,fixed_4p/repetition_2|random/repetition_1|variable_encoder_2_4/repetition_2
14,1362,random/repetition_1,random,random,1,2,15,2,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1362,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,3,42,2,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1363,random/repetition_1,random,random,1,0,15,0,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1363,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,46,3,loss,random/repetition_1|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1363,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,2,47,2,win,random/repetition_1|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1363,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,3,37,5,loss,random/repetition_1|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1364,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,0,46,1,win,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1364,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,34,3,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1364,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,44,4,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1364,random/repetition_1,random,random,1,3,18,1,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1365,random/repetition_1,random,random,1,0,13,1,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1365,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,42,2,loss,random/repetition_1|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1365,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,2,47,4,win,random/repetition_1|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1365,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,3,38,3,loss,random/repetition_1|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1366,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,37,5,loss,random/repetition_1|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1366,random/repetition_1,random,random,1,1,28,1,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1366,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,2,46,0,win,variable_encoder_2_4/repetition_2|random/repetition_1|fixed_4p/repetition_2
14,1366,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,3,38,4,loss,variable_encoder_2_4/repetition_2|random/repetition_1|variable_2_4/repetition_2
14,1367,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,0,41,3,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1367,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,49,1,win,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1367,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,46,3,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1367,random/repetition_1,random,random,1,3,26,2,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1368,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,0,36,0,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1368,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,32,2,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1368,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,42,2,win,fixed_4p/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1368,random/repetition_1,random,random,1,3,32,3,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1369,random/repetition_1,random,random,1,0,31,1,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1369,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,47,3,loss,random/repetition_1|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1369,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,2,48,1,win,random/repetition_1|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1369,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,3,41,3,loss,random/repetition_1|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1370,random/repetition_1,random,random,1,0,25,4,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1370,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,45,3,win,random/repetition_1|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1370,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,2,36,1,loss,random/repetition_1|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1370,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,3,22,0,loss,random/repetition_1|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1371,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,35,5,loss,fixed_4p/repetition_2|random/repetition_1|variable_2_4/repetition_2
14,1371,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,42,2,loss,variable_encoder_2_4/repetition_2|random/repetition_1|variable_2_4/repetition_2
14,1371,random/repetition_1,random,random,1,2,31,1,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1371,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,3,43,1,win,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1372,random/repetition_1,random,random,1,0,29,1,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1372,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,42,1,loss,random/repetition_1|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1372,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,2,42,0,loss,random/repetition_1|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1372,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,3,46,5,win,random/repetition_1|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1373,random/repetition_1,random,random,1,0,26,0,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1373,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,38,4,loss,random/repetition_1|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1373,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,2,42,4,win,random/repetition_1|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1373,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,3,39,0,loss,random/repetition_1|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1374,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,0,38,0,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1374,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,38,4,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1374,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,2,41,3,win,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1374,random/repetition_1,random,random,1,3,18,2,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1375,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,0,41,4,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1375,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,37,2,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1375,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,45,3,win,fixed_4p/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1375,random/repetition_1,random,random,1,3,13,1,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1376,random/repetition_1,random,random,1,0,19,1,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1376,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,48,2,tie,random/repetition_1|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1376,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,2,48,2,tie,random/repetition_1|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1376,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,3,45,5,loss,random/repetition_1|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1377,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,0,48,4,win,random/repetition_1|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1377,random/repetition_1,random,random,1,1,17,0,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1377,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,2,39,3,loss,fixed_4p/repetition_2|random/repetition_1|variable_encoder_2_4/repetition_2
14,1377,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,3,33,3,loss,fixed_4p/repetition_2|random/repetition_1|variable_2_4/repetition_2
14,1378,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,0,37,3,win,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1378,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,37,1,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1378,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,36,3,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1378,random/repetition_1,random,random,1,3,16,1,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1379,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,0,38,3,loss,random/repetition_1|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1379,random/repetition_1,random,random,1,1,25,3,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1379,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,2,37,1,loss,variable_2_4/repetition_2|random/repetition_1|variable_encoder_2_4/repetition_2
14,1379,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,3,43,2,win,variable_2_4/repetition_2|random/repetition_1|fixed_4p/repetition_2
14,1380,random/repetition_1,random,random,1,0,29,2,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1380,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,47,3,win,random/repetition_1|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1380,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,2,43,2,loss,random/repetition_1|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1380,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,3,43,2,loss,random/repetition_1|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1381,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,0,38,0,loss,fixed_4p/repetition_2|random/repetition_1|variable_encoder_2_4/repetition_2
14,1381,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,28,1,loss,variable_2_4/repetition_2|random/repetition_1|variable_encoder_2_4/repetition_2
14,1381,random/repetition_1,random,random,1,2,33,1,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1381,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,3,41,6,win,variable_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1382,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,45,3,win,variable_2_4/repetition_2|random/repetition_1|fixed_4p/repetition_2
14,1382,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,34,1,loss,variable_encoder_2_4/repetition_2|random/repetition_1|fixed_4p/repetition_2
14,1382,random/repetition_1,random,random,1,2,18,1,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1382,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,3,43,2,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1383,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,0,34,3,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1383,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,1,44,4,win,fixed_4p/repetition_2|variable_2_4/repetition_2|random/repetition_1
14,1383,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,2,37,1,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1383,random/repetition_1,random,random,1,3,21,2,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|variable_2_4/repetition_2
14,1384,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,0,39,1,loss,fixed_4p/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1384,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,40,0,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|random/repetition_1
14,1384,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,44,4,win,variable_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1384,random/repetition_1,random,random,1,3,26,2,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1385,random/repetition_1,random,random,1,0,27,1,loss,fixed_4p/repetition_2|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1385,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,41,1,loss,random/repetition_1|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1385,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,2,46,2,win,random/repetition_1|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1385,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,3,36,5,loss,random/repetition_1|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1386,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,39,3,loss,random/repetition_1|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1386,random/repetition_1,random,random,1,1,22,0,loss,variable_encoder_2_4/repetition_2|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1386,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,2,24,1,loss,variable_encoder_2_4/repetition_2|random/repetition_1|fixed_4p/repetition_2
14,1386,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,3,40,1,win,variable_encoder_2_4/repetition_2|random/repetition_1|variable_2_4/repetition_2
14,1387,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,0,50,0,win,fixed_4p/repetition_2|random/repetition_1|variable_encoder_2_4/repetition_2
14,1387,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,43,3,loss,variable_2_4/repetition_2|random/repetition_1|variable_encoder_2_4/repetition_2
14,1387,random/repetition_1,random,random,1,2,16,3,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|variable_encoder_2_4/repetition_2
14,1387,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,3,36,3,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1388,random/repetition_1,random,random,1,0,18,1,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1388,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,46,0,win,random/repetition_1|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1388,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,45,5,loss,random/repetition_1|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1388,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,3,33,4,loss,random/repetition_1|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1389,random/repetition_1,random,random,1,0,18,3,loss,variable_2_4/repetition_2|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1389,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,1,43,0,win,random/repetition_1|variable_encoder_2_4/repetition_2|fixed_4p/repetition_2
14,1389,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,2,36,5,loss,random/repetition_1|variable_2_4/repetition_2|fixed_4p/repetition_2
14,1389,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,3,40,2,loss,random/repetition_1|variable_2_4/repetition_2|variable_encoder_2_4/repetition_2
14,1390,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,30,2,loss,fixed_4p/repetition_2|random/repetition_1|variable_2_4/repetition_2
14,1390,fixed_4p/repetition_2,2b5a56cc1b8e4d4399baaf67d2a47d95,fixed_4p,2,1,44,0,loss,variable_encoder_2_4/repetition_2|random/repetition_1|variable_2_4/repetition_2
14,1390,random/repetition_1,random,random,1,2,19,3,loss,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|variable_2_4/repetition_2
14,1390,variable_2_4/repetition_2,bb09607dedb34a45b4ea410e5fa000d0,variable_2_4,2,3,46,5,win,variable_encoder_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
14,1391,variable_encoder_2_4/repetition_2,a665630867144200adb56738eed146da,variable_encoder_2_4,2,0,40,3,loss,variable_2_4/repetition_2|fixed_4p/repetition_2|random/repetition_1
