matchup,game,competitor,run_id,preset,repetition,seat,points,pudding,outcome,opponents
1,1,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,49,3,loss,fixed_3p/repetition_1|variable_2_4/repetition_1
1,1,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,51,4,win,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,1,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,48,2,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,2,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,47,3,win,variable_2_4/repetition_1|fixed_3p/repetition_1
1,2,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,40,2,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,2,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,2,47,2,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,3,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,44,5,loss,fixed_3p/repetition_1|variable_2_4/repetition_1
1,3,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,40,3,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,3,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,51,1,win,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,4,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,48,3,win,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,4,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,40,2,loss,variable_2_4/repetition_1|fixed_3p/repetition_1
1,4,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,2,39,2,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,5,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,0,43,3,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,5,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,46,3,win,fixed_3p/repetition_1|variable_2_4/repetition_1
1,5,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,45,2,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,6,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,0,52,4,win,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,6,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,38,3,loss,fixed_3p/repetition_1|variable_2_4/repetition_1
1,6,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,51,1,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,7,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,0,54,3,win,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,7,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,52,3,loss,fixed_3p/repetition_1|variable_2_4/repetition_1
1,7,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,48,2,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,8,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,48,4,win,variable_2_4/repetition_1|fixed_3p/repetition_1
1,8,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,43,2,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,8,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,2,38,2,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,9,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,37,3,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,9,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,48,3,win,variable_2_4/repetition_1|fixed_3p/repetition_1
1,9,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,2,42,3,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,10,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,49,1,loss,variable_2_4/repetition_1|fixed_3p/repetition_1
1,10,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,49,3,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,10,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,2,53,4,win,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,11,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,0,42,3,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,11,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,47,3,win,fixed_3p/repetition_1|variable_2_4/repetition_1
1,11,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,43,2,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,12,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,0,45,4,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,12,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,45,1,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,12,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,52,1,win,fixed_3p/repetition_1|variable_2_4/repetition_1
1,13,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,42,1,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,13,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,47,5,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,13,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,48,3,win,variable_2_4/repetition_1|fixed_3p/repetition_1
1,14,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,0,40,3,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,14,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,43,0,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,14,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,50,4,win,fixed_3p/repetition_1|variable_2_4/repetition_1
1,15,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,42,1,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,15,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,49,4,win,variable_2_4/repetition_1|fixed_3p/repetition_1
1,15,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,2,49,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,16,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,0,23,1,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,16,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,42,3,loss,fixed_3p/repetition_1|variable_2_4/repetition_1
1,16,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,55,4,win,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,17,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,48,3,loss,variable_2_4/repetition_1|fixed_3p/repetition_1
1,17,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,34,2,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,17,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,2,49,4,win,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,18,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,46,0,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,18,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,46,3,loss,variable_2_4/repetition_1|fixed_3p/repetition_1
1,18,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,2,59,1,win,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,19,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,40,3,win,variable_2_4/repetition_1|fixed_3p/repetition_1
1,19,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,36,1,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,19,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,2,38,3,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,20,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,0,49,3,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,20,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,52,1,win,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,20,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,47,1,loss,fixed_3p/repetition_1|variable_2_4/repetition_1
1,21,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,52,4,win,variable_2_4/repetition_1|fixed_3p/repetition_1
1,21,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,33,1,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,21,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,2,46,4,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,22,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,0,37,3,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,22,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,41,1,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,22,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,47,4,win,fixed_3p/repetition_1|variable_2_4/repetition_1
1,23,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,0,41,2,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,23,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,56,4,win,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,23,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,38,3,loss,fixed_3p/repetition_1|variable_2_4/repetition_1
1,24,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,35,1,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,24,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,53,4,win,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,24,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,40,3,loss,variable_2_4/repetition_1|fixed_3p/repetition_1
1,25,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,42,1,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,25,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,49,2,win,variable_2_4/repetition_1|fixed_3p/repetition_1
1,25,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,2,39,5,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,26,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,43,2,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,26,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,44,1,win,variable_2_4/repetition_1|fixed_3p/repetition_1
1,26,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,2,35,5,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,27,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,0,31,3,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,27,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,40,2,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,27,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,53,4,win,fixed_3p/repetition_1|variable_2_4/repetition_1
1,28,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,0,48,5,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,28,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,52,3,win,fixed_3p/repetition_1|variable_2_4/repetition_1
1,28,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,45,1,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,29,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,46,3,loss,fixed_3p/repetition_1|variable_2_4/repetition_1
1,29,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,44,3,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,29,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,50,0,win,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,30,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,47,5,win,fixed_3p/repetition_1|variable_2_4/repetition_1
1,30,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,47,2,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,30,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,34,1,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,31,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,0,51,4,win,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,31,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,40,3,loss,fixed_3p/repetition_1|variable_2_4/repetition_1
1,31,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,43,2,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,32,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,50,2,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,32,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,53,4,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,32,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,54,3,win,variable_2_4/repetition_1|fixed_3p/repetition_1
1,33,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,42,0,win,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,33,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,26,5,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,33,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,39,3,loss,variable_2_4/repetition_1|fixed_3p/repetition_1
1,34,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,47,3,loss,variable_2_4/repetition_1|fixed_3p/repetition_1
1,34,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,48,3,win,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,34,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,2,33,1,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,35,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,43,2,loss,fixed_3p/repetition_1|variable_2_4/repetition_1
1,35,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,44,3,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,35,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,48,1,win,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,36,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,46,2,loss,fixed_3p/repetition_1|variable_2_4/repetition_1
1,36,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,48,3,win,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,36,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,43,3,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,37,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,36,2,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,37,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,45,3,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,37,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,57,3,win,variable_2_4/repetition_1|fixed_3p/repetition_1
1,38,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,39,1,win,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,38,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,34,4,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,38,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,36,4,loss,variable_2_4/repetition_1|fixed_3p/repetition_1
1,39,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,44,4,loss,variable_2_4/repetition_1|fixed_3p/repetition_1
1,39,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,33,0,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,39,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,2,46,3,win,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,40,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,55,2,win,fixed_3p/repetition_1|variable_2_4/repetition_1
1,40,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,32,1,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,40,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,49,3,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,41,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,54,4,win,fixed_3p/repetition_1|variable_2_4/repetition_1
1,41,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,43,3,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,41,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,35,1,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,42,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,51,4,win,fixed_3p/repetition_1|variable_2_4/repetition_1
1,42,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,49,2,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,42,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,48,2,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,43,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,41,3,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,43,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,50,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,43,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,53,3,win,variable_2_4/repetition_1|fixed_3p/repetition_1
1,44,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,38,2,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,44,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,38,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,44,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,45,3,win,variable_2_4/repetition_1|fixed_3p/repetition_1
1,45,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,42,0,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,45,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,55,3,win,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,45,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,49,3,loss,variable_2_4/repetition_1|fixed_3p/repetition_1
1,46,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,0,47,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,46,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,38,4,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,46,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,47,2,win,fixed_3p/repetition_1|variable_2_4/repetition_1
1,47,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,55,3,win,fixed_3p/repetition_1|variable_2_4/repetition_1
1,47,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,46,3,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,47,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,45,2,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,48,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,43,3,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,48,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,1,48,3,win,variable_2_4/repetition_1|fixed_3p/repetition_1
1,48,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,2,42,1,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,49,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,0,38,3,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,49,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,46,2,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,49,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,54,3,win,fixed_3p/repetition_1|variable_2_4/repetition_1
1,50,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,55,2,win,fixed_3p/repetition_1|variable_2_4/repetition_1
1,50,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,52,2,loss,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,50,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,42,1,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,51,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,0,48,4,loss,fixed_3p/repetition_1|variable_2_4/repetition_1
1,51,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,52,3,win,variable_encoder_2_4/repetition_1|variable_2_4/repetition_1
1,51,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,2,36,2,loss,variable_encoder_2_4/repetition_1|fixed_3p/repetition_1
1,52,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,0,42,2,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
1,52,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,1,23,1,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,52,variable_encoder_2_4/repetition_1,420770657a844be6ab5e55e02edf3782,variable_encoder_2_4,1,2,44,4,win,fixed_3p/repetition_1|variable_2_4/repetition_1
1,53,variable_2_4/repetition_1,bf23b43ba2e94b7d994bbae85dbabef5,variable_2_4,1,0,46,1,loss,fixed_3p/repetition_1|variable_encoder_2_4/repetition_1
1,53,fixed_3p/repetition_1,9676bfdf2eca4bc8a68d12ed945761cb,fixed_3p,1,1,50,4,loss,variable_2_4/repetition_1|variable_encoder_2_4/repetition_1
